"word","translation","transcription","level","lang"
открыто,开放,otkryto,A1,ru
откуда,从哪里,otkuda,A1,ru
отправитель,发件人,otpravitel,A1,ru
очень,很,ochen,A1,ru
очки,眼镜,ochki,A1,ru
ошибаться,犯错,oshibatsya,A1,ru
ошибка,错误,oshibka,A1,ru
падать,掉落,padat,A1,ru
падеж,格,padezh,A1,ru
палец,手指,palets,A1,ru
пальто,大衣,palto,A1,ru
папа,爸爸,papa,A1,ru
паспорт,护照,pasport,A1,ru
пассажир,乘客,passazhir,A1,ru
певец,歌手,pevets,A1,ru
певица,女歌手,pevitsa,A1,ru
пепси-кола,百事可乐,pepsi-kola,A1,ru
перевести,翻译,perevesti,A1,ru
перевод,翻译,perevod,A1,ru
переводить,翻译,perevodit,A1,ru
переводчик,翻译员,perevodchik,A1,ru
перемена,休息，课间,peremena,A1,ru
перерыв,休息,pereryv,A1,ru
переулок,小巷,pereulok,A1,ru
переход,过马路,perekhod,A1,ru
переходить,过马路,perekhodit,A1,ru
перец,胡椒,perets,A1,ru
перчатка,手套,perchatka,A1,ru
песня,歌曲,pesnya,A1,ru
Петербург,彼得堡,Peterburg,A1,ru
петь,唱歌,pet,A1,ru
печь,烤,pech,A1,ru
пешеход,行人,peshekhod,A1,ru
пешеходный,行人的,peshekhodnyy,A1,ru
пиво,啤酒,pivo,A1,ru
пиджак,西装,pidzhak,A1,ru
пижама,睡衣,pizhama,A1,ru
пирог,馅饼,pirog,A1,ru
пирожное,糕点,pirozhnoe,A1,ru
пирожок,包子,pirozhok,A1,ru
писать,写,pisat,A1,ru
письмо,信,pismo,A1,ru
пить,喝,pit,A1,ru
пицца,披萨,pitsa,A1,ru
плавать,游泳,plavat,A1,ru
платье,连衣裙,platye,A1,ru
плита,炉子,plita,A1,ru
плохо,坏,plokho,A1,ru
плохой,坏的,plokhoy,A1,ru
площадь,广场,ploshchad,A1,ru
по телефону,打电话,po telefonu,A1,ru
победа,胜利,pobeda,A1,ru
повторять,重复,povtoryat,A1,ru
погода,天气,pogoda,A1,ru
подарок,礼物,podarok,A1,ru
подземный переход,地下通道,podzemnyy perekhod,A1,ru
подписывать,签名,podpisyvat,A1,ru
подпись,签名,podpis,A1,ru
подруга,女朋友,podruga,A1,ru
подушка,枕头,podushka,A1,ru
поесть,吃,poest,A1,ru
пожалуйста,请,pozhaluysta,A1,ru
пожар,火灾,pozhar,A1,ru
пожарный,消防员,pozharnyy,A1,ru
пожилой,年老的,pozhiloy,A1,ru
позвонить,打电话,pozvonit,A1,ru
поздравлять,祝贺,pozdravlyat,A1,ru
пойти,去,poyti,A1,ru
пока,再见,poka,A1,ru
покупать,买,pokupat,A1,ru
покупка,购买,pokupka,A1,ru
пол,地板,pol,A1,ru
полгода,半年,polgoda,A1,ru
полицейский,警察,politseyskiy,A1,ru
полиция,警察,politsiya,A1,ru
полка,架子,polka,A1,ru
полкило,半公斤,polkilo,A1,ru
положить,放,polozhit,A1,ru
полотенце,毛巾,polotentse,A1,ru
получать,得到,poluchat,A1,ru
полчаса,半小时,polchasa,A1,ru
полька,波兰女人,polka,A1,ru
польский,波兰语,polskiy,A1,ru
поляк,波兰人,polyak,A1,ru
помидор,西红柿,pomidor,A1,ru
помнить,记住,pomnit,A1,ru
помогать,帮助,pomogat,A1,ru
понедельник,星期一,ponedelnik,A1,ru
понимать,理解,ponimat,A1,ru
понравиться,喜欢,ponravitsya,A1,ru
понятно,明白,ponyatno,A1,ru
понятный,明白的,ponyatnyy,A1,ru
посол,大使,posol,A1,ru
посторонний,外人,postoronniy,A1,ru
посуда,餐具,posuda,A1,ru
почему,为什么,pochemu,A1,ru
почта,邮局,pochta,A1,ru
почтовый индекс,邮编,pochtovyy indeks,A1,ru
правильно,正确,pravilno,A1,ru
правильный,正确的,pravilnyy,A1,ru
правый,右,pravyy,A1,ru
праздник,节日,prazdnik,A1,ru
предлог,介词,predlog,A1,ru
предложение,句子,predlozheniye,A1,ru
прекрасно,很好,prekrasno,A1,ru
преподаватель,老师,prepodavatel,A1,ru
привет,你好,privet,A1,ru
приглашать,邀请,priglashat,A1,ru
приносить,带来,prinosit,A1,ru
приходить,来,prikhodit,A1,ru
приятно,愉快,priyatno,A1,ru
проблема,问题,problema,A1,ru
продавец,售货员,prodavets,A1,ru
продавщица,女售货员,prodavshchitsa,A1,ru
произносить,发音,proiznosit,A1,ru
прокладка,卫生巾,prokladka,A1,ru
просить,请求,prosit,A1,ru
проспект,大街,prospekt,A1,ru
просто,简单,prosto,A1,ru
простой,简单的,prostoy,A1,ru
проход,通道,prokhod,A1,ru
прочитать,读,prochitat,A1,ru
прошедшее время,过去时,proshedsheye vremya,A1,ru
прошедший,过去的,proshedshiy,A1,ru
прошлое,过去,proshloye,A1,ru
прошлый,以前的,proshlyy,A1,ru
пульт,遥控器,pult,A1,ru
пятнадцать,十五,pyatnadtsat,A1,ru
пятница,星期五,pyatnitsa,A1,ru
пять,五,pyat,A1,ru
пятьдесят,五十,pyatdesyat,A1,ru
пятьсот,五百,pyatsot,A1,ru
работа,工作,rabota,A1,ru
работать,工作,rabotat,A1,ru
раз,次,raz,A1,ru
разведенный,离婚的,razvedennyy,A1,ru
раздеваться,脱衣服,razdevatsya,A1,ru
раковина,洗手池,rakovina,A1,ru
рассказывать,讲,rasskazyvat,A1,ru
растительный,植物的,rastitelnyy,A1,ru
ребенок,孩子,rebenok,A1,ru
ребята,孩子们,rebyata,A1,ru
регистрация,注册,registratsiya,A1,ru
республика,共和国,respublika,A1,ru
рис,米饭,ris,A1,ru
рисунок,图画,risunok,A1,ru
род,种类,rod,A1,ru
родина,祖国,rodina,A1,ru
родитель,父母,roditel,A1,ru
родиться,出生,roditsya,A1,ru
рождение,出生,rozhdeniye,A1,ru
розовый,粉色,rozovyy,A1,ru
российский,俄罗斯的,rossiyskiy,A1,ru
Россия,俄罗斯,Rossiya,A1,ru
рот,嘴,rot,A1,ru
рубашка,衬衫,rubashka,A1,ru
рубль,卢布,rubl,A1,ru
рука,手,ruka,A1,ru
русский,俄语,russkiy,A1,ru
русский язык,俄语,russkiy yazyk,A1,ru
ручка,笔,ruchka,A1,ru
рыба,鱼,ryba,A1,ru
рынок,市场,rynok,A1,ru
салат,沙拉,salat,A1,ru
самолет,飞机,samolet,A1,ru
сантиметр,厘米,santimetr,A1,ru
сапог,靴子,sapog,A1,ru
сахар,糖,sakhar,A1,ru
свет,光,svet,A1,ru
светло,亮,svetlo,A1,ru
светлый,亮的,svetlyy,A1,ru
светофор,红绿灯,svetofor,A1,ru
свинина,猪肉,svinina,A1,ru
свитер,毛衣,sviter,A1,ru
сдача,找零,sdacha,A1,ru
сделать,做,sdelat,A1,ru
себе,自己,sebe,A1,ru
себя,自己,sebya,A1,ru
север,北,sever,A1,ru
сегодня,今天,segodnya,A1,ru
сейчас,现在,seychas,A1,ru
секунда,秒,sekunda,A1,ru
семнадцать,十七,semnadtsat,A1,ru
семь,七,sem,A1,ru
семьдесят,七十,semdesyat,A1,ru
семьсот,七百,semsot,A1,ru
семья,家庭,semya,A1,ru
сентябрь,九月,sentyabr,A1,ru
сердце,心,serdtse,A1,ru
серый,灰色,seryy,A1,ru
сестра,姐妹,sestra,A1,ru
сесть,坐,sest,A1,ru
сигарета,香烟,sigareta,A1,ru
сидеть,坐,sidet,A1,ru
синий,蓝色,siniy,A1,ru
сказать,说,skazat,A1,ru
сколько,多少,skolko,A1,ru
скорая помощь,急救车,skoraya pomoshch,A1,ru
скоро,快,skoro,A1,ru
сладкий,甜的,sladkiy,A1,ru
следующий,下一个,sleduyushchiy,A1,ru
сливки,奶油,slivki,A1,ru
словарь,词典,slovar,A1,ru
слово,词,slovo,A1,ru
слог,音节,slog,A1,ru
сложно,难,slozhno,A1,ru
сложный,难的,slozhnyy,A1,ru
слушать,听,slushat,A1,ru
сметана,酸奶油,smetana,A1,ru
смотреть,看,smotret,A1,ru
снег,雪,sneg,A1,ru
снимать,租，脱下,snimat,A1,ru
со,和,so,A1,ru
собака,狗,sobaka,A1,ru
согласный,辅音,soglasnyy,A1,ru
сок,果汁,sok,A1,ru
соленый,咸的,solenyy,A1,ru
солнце,太阳,solntse,A1,ru
соль,盐,sol,A1,ru
сон,睡眠,son,A1,ru
сорок,四十,sorok,A1,ru
сосед,邻居,sosed,A1,ru
соседка,女邻居,sosedka,A1,ru
сосиска,香肠,sosiska,A1,ru
сотовый,手机,sotovyy,A1,ru
сотовый телефон,手机,sotovyy telefon,A1,ru
спасибо,谢谢,spasibo,A1,ru
спать,睡觉,spat,A1,ru
спина,背,spina,A1,ru
спичка,火柴,spichka,A1,ru
спорт,体育,sport,A1,ru
спортивный,体育的,sportivnyy,A1,ru
спортсмен,运动员,sportsmen,A1,ru
спрашивать,问,sprashivat,A1,ru
среда,星期三,sreda,A1,ru
ставить,放,stavit,A1,ru
стакан,杯子,stakan,A1,ru
станция,站,stantsiya,A1,ru
старый,老的,staryy,A1,ru
сто,一百,sto,A1,ru
стоить,值,stoit,A1,ru
стол,桌子,stol,A1,ru
столица,首都,stolitsa,A1,ru
столовая,餐厅,stolovaya,A1,ru
столько,那么多,stolko,A1,ru
стоп,停止,stop,A1,ru
стоять,站,stoyat,A1,ru
страна,国家,strana,A1,ru
страница,页,stranitsa,A1,ru
студент,学生,student,A1,ru
студентка,女学生,studentka,A1,ru
стул,椅子,stul,A1,ru
суббота,星期六,subbota,A1,ru
субъект,主语,subyekt,A1,ru
сумка,包,sumka,A1,ru
суп,汤,sup,A1,ru
супермаркет,超市,supermarket,A1,ru
счет,账单,schot,A1,ru
США,美国,SSHA,A1,ru
сын,儿子,syn,A1,ru
сыр,奶酪,syr,A1,ru
сюда,这里,syuda,A1,ru
та,那个,ta,A1,ru
так,这样,tak,A1,ru
такой,这样的,takoy,A1,ru
такси,出租车,taksi,A1,ru
там,那里,tam,A1,ru
танцевать,跳舞,tantsevat,A1,ru
тарелка,盘子,tarelka,A1,ru
твердый,硬的,tverdyy,A1,ru
твой,你的,tvoy,A1,ru
те,那些,te,A1,ru
тебе,你,tebe,A1,ru
текст,文本,tekst,A1,ru
телевизор,电视,televizor,A1,ru
телефон,电话,telefon,A1,ru
темно,暗,temno,A1,ru
темный,暗的,temnyy,A1,ru
теннис,网球,tennis,A1,ru
тепло,暖和,teplo,A1,ru
теплый,暖和的,teplyy,A1,ru
тест,测试,test,A1,ru
тетрадь,笔记本,tetrad,A1,ru
тихо,安静,tikho,A1,ru
то,那个,to,A1,ru
только,只,tolko,A1,ru
торт,蛋糕,tort,A1,ru
тост,吐司,tost,A1,ru
тот,那个,tot,A1,ru
точка,点,tochka,A1,ru
трамвай,电车,tramvay,A1,ru
транскрипция,音标,transkriptsiya,A1,ru
транспорт,交通,transport,A1,ru
три,三,tri,A1,ru
тридцать,三十,tridtsat,A1,ru
тринадцать,十三,trinadtsat,A1,ru
триста,三百,trista,A1,ru
троллейбус,无轨电车,trolleybus,A1,ru
тротуар,人行道,trotuar,A1,ru
трудно,难,trudno,A1,ru
трудный,难的,trudnyy,A1,ru
трусы,内裤,trusy,A1,ru
ту,那个,tu,A1,ru
туалет,厕所,tualet,A1,ru
турист,游客,turist,A1,ru
тут,这里,tut,A1,ru
туфли,鞋,tufli,A1,ru
ты,你,ty,A1,ru
тысяча,千,tysyacha,A1,ru
тяжело,重,tyazhelo,A1,ru
тяжелый,重的,tyazhelyy,A1,ru
у,在,u,A1,ru
ударение,重音,udareniye,A1,ru
уехать,离开,uekhat,A1,ru
ужин,晚餐,uzhin,A1,ru
ужинать,吃晚餐,uzhinat,A1,ru
Украина,乌克兰,Ukraina,A1,ru
украинец,乌克兰人,ukrainets,A1,ru
украинский,乌克兰语,ukrainskiy,A1,ru
улица,街道,ulitsa,A1,ru
уметь,会,umet,A1,ru
умирать,死,umirat,A1,ru
умный,聪明的,umnyy,A1,ru
умываться,洗脸,umyvatsya,A1,ru
университет,大学,universitet,A1,ru
урок,课,urok,A1,ru
ученик,学生,uchenik,A1,ru
учитель,老师,uchitel,A1,ru
учительница,女老师,uchitelnitsa,A1,ru
учить,学,uchit,A1,ru
учиться,学习,uchitsya,A1,ru
фамилия,姓,familiya,A1,ru
февраль,二月,fevral,A1,ru
фильм,电影,film,A1,ru
финн,芬兰人,finn,A1,ru
финский,芬兰语,finskiy,A1,ru
фиолетовый,紫色,fioletovyy,A1,ru
фото,照片,foto,A1,ru
фотография,照片,fotografiya,A1,ru
Франция,法国,Frantsiya,A1,ru
француз,法国人,frantsuz,A1,ru
французский,法语,frantsuzskiy,A1,ru
фрукт,水果,frukt,A1,ru
футбол,足球,futbol,A1,ru
хлеб,面包,khleb,A1,ru
ходить,走,khodit,A1,ru
хоккей,冰球,khokkey,A1,ru
холод,冷,kholod,A1,ru
холодильник,冰箱,kholodilnik,A1,ru
холодный,冷的,kholodnyy,A1,ru
хороший,好的,khoroshiy,A1,ru
хорошо,好,khorosho,A1,ru
хотеть,想要,khotet,A1,ru
цвет,颜色,tsvet,A1,ru
цена,价格,tsena,A1,ru
чай,茶,chay,A1,ru
чайник,茶壶,chaynik,A1,ru
чайный,茶的,chaynyy,A1,ru
час,小时,chas,A1,ru
часть,部分,chast,A1,ru
часы,手表,chasy,A1,ru
чашка,杯子,chashka,A1,ru
человек,人,chelovek,A1,ru
чемодан,行李箱,chemodan,A1,ru
чемпион,冠军,chempion,A1,ru
черный,黑色,chernyy,A1,ru
чеснок,大蒜,chesnok,A1,ru
четверг,星期四,chetverg,A1,ru
четыре,四,chetyre,A1,ru
четыреста,四百,chetyresta,A1,ru
четырнадцать,十四,chetyrnadtsat,A1,ru
число,数字,chislo,A1,ru
читать,读,chitat,A1,ru
чтение,阅读,chteniye,A1,ru
что,什么,chto,A1,ru
шампунь,洗发水,shampun,A1,ru
шапка,帽子,shapka,A1,ru
шестнадцать,十六,shestnadtsat,A1,ru
шесть,六,shest,A1,ru
шестьдесят,六十,shestdesyat,A1,ru
шестьсот,六百,shestsot,A1,ru
шкаф,柜子,shkaf,A1,ru
школа,学校,shkola,A1,ru
шоколад,巧克力,shokolad,A1,ru
штраф,罚款,shtraf,A1,ru
шутка,笑话,shutka,A1,ru
экзамен,考试,ekzamen,A1,ru
экран,屏幕,ekran,A1,ru
электрический,电的,elektricheskiy,A1,ru
электричество,电,elektrichestvo,A1,ru
эскалатор,电梯,eskalator,A1,ru
эта,这个,eta,A1,ru
этаж,楼层,etazh,A1,ru
эти,这些,eti,A1,ru
это,这个,eto,A1,ru
этот,这个,etot,A1,ru
юбка,裙子,yubka,A1,ru
юг,南,yug,A1,ru
я,我,ya,A1,ru
яблоко,苹果,yabloko,A1,ru
язык,语言,yazyk,A1,ru
яйцо,鸡蛋,yaytso,A1,ru
январь,一月,yanvar,A1,ru
японец,日本人,yaponets,A1,ru
японский,日语,yaponskiy,A1,ru
"吧","выражает побуждение или предположение; побуждение; предположение","ba","A2","zh"
"白","белый; седой","bái","A2","zh"
"百","сто; сотня","bǎi","A2","zh"
"帮助","помогать; помощь","bāngzhù","A2","zh"
"报纸","газета; газеты","bàozhǐ","A2","zh"
"比","сравнивать; в сравнении","bǐ","A2","zh"
"别","расставаться, разлучаться; не нужно; нечего; не","bié","A2","zh"
"长","длинный; длительный, долгий","cháng","A2","zh"
"唱歌","петь; пение","chànggē","A2","zh"
"出","выходить; выезжать; превышать","chū","A2","zh"
"穿","пронзить; пробить; одевать; надевать","chuān","A2","zh"
"船","судно, корабль; пароход; лодка","chuán","A2","zh"
"次","следующий; второй; раз","cì","A2","zh"
"从","из; от; с","cóng","A2","zh"
"错","неправильный; ошибочный; ошибаться; ошибочно","cuò","A2","zh"
"打篮球","играть в баскетбол","dǎ lánqiú","A2","zh"
"大家","все; все вместе","dàjiā","A2","zh"
"但是","но; однако; тем не менее","dànshì","A2","zh"
"到","достигать; прибывать; до","dào","A2","zh"
"得","показатель обстоятельства, следующего за сказуемым; обстоятельства","de","A2","zh"
"等","ожидать, ждать","děng","A2","zh"
"弟弟","младший брат","dìdi","A2","zh"
"第一","первый; во-первых; первейший; номер один","dìyī","A2","zh"
"懂","понять, уразуметь","dǒng","A2","zh"
"对","пара; правильный, верный; правильно!, верно!","duì","A2","zh"
"房间","комната; номер","fángjiān","A2","zh"
"非常","чрезвычайный; необыкновенный","fēicháng","A2","zh"
"服务员","обслуживающий персонал; официант","fúwùyuán","A2","zh"
"高","высокий; высшее образование","gāo","A2","zh"
"告诉","сказать; сообщить","gàosu","A2","zh"
"哥哥","старший брат","gēge","A2","zh"
"给","давать; предоставлять","gěi","A2","zh"
"公共汽车","автобус","gōnggòng qìchē","A2","zh"
"公斤","килограмм","gōngjīn","A2","zh"
"公司","компания; фирма","gōngsī","A2","zh"
"贵","дорогой; ценный","guì","A2","zh"
"过","проходить через; переходить; пересекать; отмечать; справлять (о праздниках)","guò","A2","zh"
"还","ещё; всё ещё","hái","A2","zh"
"孩子","ребёнок, дитя","háizi","A2","zh"
"好吃","вкусный","hǎochī","A2","zh"
"号","название; размер; число","hào","A2","zh"
"黑","чёрный; тёмный; мрачный","hēi","A2","zh"
"红","красный, алый","hóng","A2","zh"
"欢迎","приветствовать; встречать","huānyíng","A2","zh"
"回答","отвечать; ответ","huídá","A2","zh"
"机场","аэродром","jīchǎng","A2","zh"
"鸡蛋","куриное яйцо","jīdàn","A2","zh"
"件","сч. сл. для предметов одежды, дел, вещей, документов; счётное слово","jiàn","A2","zh"
"教室","класс; аудитория","jiàoshì","A2","zh"
"姐姐","старшая сестра; в обращении сестрица","jiějie","A2","zh"
"介绍","рекомендовать; знакомить, представлять","jièshào","A2","zh"
"进","идти вперёд; входить","jìn","A2","zh"
"近","близкий, вблизи; рядом","jìn","A2","zh"
"就","именно, как раз; сейчас же, немедленно; тогда; то; в таком случае","jiù","A2","zh"
"觉得","чувствовать, ощущать; сознавать","juéde","A2","zh"
"咖啡","кофе","kāfēi","A2","zh"
"开始","начинать; начало","kāishǐ","A2","zh"
"考试","экзамен; экзамены","kǎoshì","A2","zh"
"可能","возможно; вероятно","kěnéng","A2","zh"
"可以","можно, возможно; дозволено, разрешается","kěyǐ","A2","zh"
"课","урок; занятия; предмет","kè","A2","zh"
"快","быстрый, скорый; радостный, весёлый","kuài","A2","zh"
"快乐","весёлый; радостный; весело","kuàilè","A2","zh"
"累","уставать; утомлять; утомляться","lèi","A2","zh"
"离","отстоять от; от; покидать","lí","A2","zh"
"两","два; пара; оба","liǎng","A2","zh"
"路","дорога; путь; улица","lù","A2","zh"
"旅游","туризм; туристический","lǚyóu","A2","zh"
"卖","продавать; торговать","mài","A2","zh"
"慢","медленный; медлить; отставать","màn","A2","zh"
"忙","быть занятым; хлопотать","máng","A2","zh"
"每","каждый, всякий","měi","A2","zh"
"妹妹","младшая сестра","mèimei","A2","zh"
"门","дверь; ворота; вход","mén","A2","zh"
"男人","мужчина","nánrén","A2","zh"
"您","Вы, Ваш","nín","A2","zh"
"牛奶","молоко; молочный","niúnǎi","A2","zh"
"女人","женщина","nǚrén","A2","zh"
"旁边","сбоку; рядом; около","pángbiān","A2","zh"
"跑步","бег","pǎobù","A2","zh"
"便宜","дешёвый","piányi","A2","zh"
"票","билет; талон; квитанция","piào","A2","zh"
"妻子","жена","qīzi","A2","zh"
"起床","встать с постели","qǐchuáng","A2","zh"
"千","тысяча; кило","qiān","A2","zh"
"晴","ясный, безоблачный; проясниться","qíng","A2","zh"
"去年","прошлый год","qùnián","A2","zh"
"让","заставлять; позволять; разрешать; уступать","ràng","A2","zh"
"上班","идти на работу; заступить на смену","shàngbān","A2","zh"
"身体","тело; телосложение; здоровье","shēntǐ","A2","zh"
"生病","заболеть","shēngbìng","A2","zh"
"生日","день рождения, день рождение","shēngrì","A2","zh"
"时间","время; промежуток времени","shíjiān","A2","zh"
"事情","дело, событие, инцидент; случай, факт","shìqing","A2","zh"
"手表","наручные часы","shǒubiǎo","A2","zh"
"手机","Мобильный телефон, сотовый телефон","shǒujī","A2","zh"
"送","посылать; дарить; провожать","sòng","A2","zh"
"所以","потому; таким образом","suǒyǐ","A2","zh"
"它","оно; она; он","tā","A2","zh"
"踢足球","играть в футбол","tī zúqiú","A2","zh"
"题","тема; вопрос; проблема","tí","A2","zh"
"跳舞","танцевать; плясать","tiàowǔ","A2","zh"
"外","внешний, наружный; снаружи; вне; за","wài","A2","zh"
"完","закончить, завершить; кончиться","wán","A2","zh"
"玩","играть; забавляться; гулять; развлекаться","wán","A2","zh"
"晚上","вечером; вечер","wǎnshang","A2","zh"
"为什么","почему; отчего; зачем","wèishénme","A2","zh"
"问","спрашивать; справляться о чём-либо","wèn","A2","zh"
"问题","вопрос; проблема; тема","wèntí","A2","zh"
"希望","надеяться; надежда","xīwàng","A2","zh"
"西瓜","арбуз","xīguā","A2","zh"
"洗","мыть; стирать; купать; умывать","xǐ","A2","zh"
"向","быть обращённым к; направление; курс","xiàng","A2","zh"
"小时","час","xiǎoshí","A2","zh"
"笑","смеяться; смех; улыбаться; улыбка","xiào","A2","zh"
"新","новый; современный; свежий","xīn","A2","zh"
"姓","фамилия; по фамилии","xìng","A2","zh"
"休息","отдыхать; отдых; перерыв; антракт","xiūxi","A2","zh"
"雪","снег","xuě","A2","zh"
"颜色","цвет; окраска","yánsè","A2","zh"
"眼睛","глаза","yǎnjing","A2","zh"
"羊肉","баранина","yángròu","A2","zh"
"药","лекарство; медикаменты; лекарственный","yào","A2","zh"
"要","хотеть, желать; нужно, необходимо; просить; требовать","yào","A2","zh"
"也","тоже, также; и","yě","A2","zh"
"已经","уже","yǐjīng","A2","zh"
"一起","вместе; совместно; сообща","yīqǐ","A2","zh"
"意思","мысль; идея; смысл, значение; интерес","yìsi","A2","zh"
"阴","«инь» (женское начало в древней китайской философии); инь; тёмный; пасмурный; тень","yīn","A2","zh"
"因为","так как, потому что; вследствие того, что; ибо","yīnwèi","A2","zh"
"游泳","плавать; плавание","yóuyǒng","A2","zh"
"右边","правая сторона; справа; правый","yòubian","A2","zh"
"鱼","рыба; рыбный; рыбий","yú","A2","zh"
"元","юань","yuán","A2","zh"
"远","далёкий; дальний; далеко","yuǎn","A2","zh"
"运动","спорт; атлетика; спортивный","yùndòng","A2","zh"
"再","снова; опять; ещё","zài","A2","zh"
"早上","утром, спозаранку","zǎoshang","A2","zh"
"张","раскрывать; открывать; сч. сл. для листов, столов, кроватей; счётное слово","zhāng","A2","zh"
"丈夫","муж; настоящий мужчина","zhàngfū","A2","zh"
"找","искать; разыскивать; отыскивать","zhǎo","A2","zh"
"着","глагольный суффикс, указывающий на продолженный характер действия или состояния; глагольный суффикс","zhe","A2","zh"
"真","настоящий; истинный; подлинный; достоверный; действительный","zhēn","A2","zh"
"正在","перед глаголом указывает на то, что действие происходит в данный момент","zhèngzài","A2","zh"
"知道","знать; иметь представление","zhīdao","A2","zh"
"准备","готовить; подготавливать; быть готовым; подготовка","zhǔnbèi","A2","zh"
"自行车","велосипед","zìxíngchē","A2","zh"
"走","идти; ходить","zǒu","A2","zh"
"最","самый; больше всего","zuì","A2","zh"
"左边","левая сторона; налево; слева; влево","zuǒbian","A2","zh"
абзац,段落,abzac,A2,ru
авария,事故，故障,avariya,A2,ru
автомашина,汽车，车辆,avtomashina,A2,ru
автомобильный,汽车的，车辆的,avtomobil'nyy,A2,ru
адрес электронной почты,电子邮件地址,adres elektronnoy pochty,A2,ru
активный,活跃的，积极的,aktivnyy,A2,ru
акцент,口音，重音,aksent,A2,ru
антоним,反义词,antonim,A2,ru
аппетит,食欲，胃口,appetit,A2,ru
аренда,租赁，租用,arenda,A2,ru
арендовать,租赁，租用,arendovat',A2,ru
аудитория,观众，听众，教室,auditoriya,A2,ru
балкон,阳台,balkon,A2,ru
балл,分数，比分,ball,A2,ru
батарейка,电池,batareyka,A2,ru
батарея,电池组，暖气片,batareya,A2,ru
бег,跑步，奔跑,beg,A2,ru
белье,内衣，床单,bel'yo,A2,ru
бензин,汽油,benzin,A2,ru
бесплатный,免费的，无偿的,besplatnyy,A2,ru
бинт,绷带,bint,A2,ru
биография,传记,biografiya,A2,ru
бить,打，击,bit',A2,ru
благодарить,感谢，谢谢,blagodarit',A2,ru
бланк,表格，空白表格,blank,A2,ru
близнец,双胞胎,bliznec,A2,ru
блин,薄饼，煎饼,blin,A2,ru
блокнот,笔记本，记事本,bloknot,A2,ru
блондинка,金发女郎,blondinka,A2,ru
бог,神，上帝,bog,A2,ru
болезнь,疾病,bolezn',A2,ru
больший,更大的，较大的,bol'shiy,A2,ru
борщ,红菜汤，罗宋汤,borshch,A2,ru
брать в аренду,租用，租赁,brat' v arendu,A2,ru
бритва,剃须刀,britva,A2,ru
бросать,扔，抛弃,brosat',A2,ru
брошюра,小册子，手册,broshyura,A2,ru
будить,叫醒，唤醒,budit',A2,ru
будущее,未来，将来,budushcheye,A2,ru
будьте здоровы,保重，祝福语,bud'te zdorovy,A2,ru
булочка,小面包，面包卷,bulochka,A2,ru
бульвар,林荫道，大街,bul'var,A2,ru
бумажник,钱包，皮夹,bumazhnik,A2,ru
буфет,自助餐，餐具柜,bufet,A2,ru
бы,要是，如果，如果表示条件,by,A2,ru
бывший,以前的，前任,byvshiy,A2,ru
в другом месте,在别处，在其他地方,v drugom meste,A2,ru
вагон,车厢，货车,vagon,A2,ru
валюта,货币，外汇,valyuta,A2,ru
ванная комната,浴室，卫生间,vannaya komnata,A2,ru
варенье,果酱,varen'ye,A2,ru
варить,煮，烹饪,varit',A2,ru
вверх,向上，往上,vverkh,A2,ru
вверху,在上面，在上方,vverkhu,A2,ru
вдвоем,两人一起，两人共同,vdvoem,A2,ru
везде,到处，处处,vezde,A2,ru
верить,相信，信任,verit',A2,ru
верный,正确的，忠诚的,vernyy,A2,ru
верхний,上面的，上部的,verkhniy,A2,ru
вес,重量，体重,ves,A2,ru
весело,快乐地，愉快地,veselo,A2,ru
веселый,快乐的，愉快的,veselyy,A2,ru
весенний,春天的，春季的,vesenniy,A2,ru
весить,重量为…，称重,vesit',A2,ru
вести,引导，带领,vesti,A2,ru
весь,全部，整个,ves',A2,ru
ветер,风,veter,A2,ru
ветка,树枝，分支，分公司,vetka,A2,ru
взять,拿，取,vzyat',A2,ru
взять такси,乘坐出租车,vzyat' taksi,A2,ru
вид,样子，视图，风景,vid,A2,ru
видеть сон,做梦，梦见,videt' son,A2,ru
видно,可见，看得出,vidno,A2,ru
винительный,宾格的,vinitel'nyy,A2,ru
висеть,悬挂，垂,viset',A2,ru
витамин,维生素,vitamin,A2,ru
вкус,味道，口味,vkus,A2,ru
влево,向左，往左,vlevo,A2,ru
вместе,一起，共同,vmeste,A2,ru
вниз,向下，往下,vniz,A2,ru
внизу,在下面，在下方,vnizu,A2,ru
внутри,在里面，在内部,vnutri,A2,ru
внутрь,向里面，往内部,vnutr',A2,ru
вовремя,按时，准时,vovremya,A2,ru
водить,驾驶，引导,vodit',A2,ru
водить автомобиль,开车，驾驶汽车,vodit' avtomobil',A2,ru
воздух,空气,vozdukh,A2,ru
возить,运送，搬运,vozit',A2,ru
вокзал,火车站，车站,vokzal,A2,ru
восемнадцатый,第十八,vosemnadcatyy,A2,ru
воспитывать,教育，培养,vospityvat',A2,ru
восьмидесятый,第八十,vos'midesyatyy,A2,ru
восьмисотый,第八百,vos'misotyy,A2,ru
восьмой,第八,vos'moy,A2,ru
вперед,向前，前进,vperyod,A2,ru
впереди,在前面，在前方,vperedi,A2,ru
вправо,向右，往右,vpravo,A2,ru
враг,敌人，仇敌,vrag,A2,ru
вредный,有害的，有损健康的,vrednyy,A2,ru
все в порядке,一切正常，没问题,vse v poryadke,A2,ru
всегда,总是，一直,vsegda,A2,ru
вслух,大声地，出声地,vslukh,A2,ru
вставать,起床，起立,vstavat',A2,ru
встреча,会议，见面,vstrecha,A2,ru
